OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-383250076405304,PG Hf  44,Well,,02060006,,,,,38.54734370000000,-76.6810735000000,24000,1,seconds,Interpolated from MAP.,NAD83,9.58,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upper Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19730530,1545,ft,1545.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383252076410401,PG Hf  61,Well,,02060006,,,,,38.54788889000000,-76.6845277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,17,feet,1,feet,"Light Detection And Ranging, airplane",NGVD29,US,24,033,,,Patuxent Formation,Confined single aquifer,20090311,2370,ft,2380,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383258076411901,PG Hf  47,Well,,02060006,,,,,38.54956588000000,-76.6882961000000,24000,5,seconds,Interpolated from MAP.,NAD83,40,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,19901009,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383258076412101,PG Hf  45,Well,,02060006,,,,,38.54956588000000,-76.6888517000000,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,Confined single aquifer,19900924,1085,ft,1100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383258076412201,PG Hf  30,Well,,02060006,,,,,38.54956588000000,-76.6891295000000,24000,1,seconds,Interpolated from MAP.,NAD83,60.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,19711214,426,ft,426,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383259076412701,PG Hf  46,Well,,02060006,,,,,38.54984365000000,-76.6905184800000,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,Confined single aquifer,19901112,1064,ft,1100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383300076411601,PG Hf  43,Well,,02060006,,,,,38.55003330000000,-76.6873861000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,44.17,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patuxent Formation,Confined single aquifer,20070131,2385,ft,2420,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383301076411401,PG Hf  60,Well,,02060006,,,,,38.55030556000000,-76.6873056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1,feet,"Light Detection And Ranging, airplane",NGVD29,US,24,033,,,Patuxent Formation,Confined single aquifer,20090207,2390,ft,2420,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383301076413201,PG Hf  49,Well,,02060006,,,,,38.55058330000000,-76.6914167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,125,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,Confined single aquifer,19900308,940,ft,1100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383303076412801,PG Hf  48,Well,,02060006,,,,,38.55095470000000,-76.6907962800000,24000,1,seconds,Interpolated from MAP.,NAD83,100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,Confined single aquifer,19900308,942,ft,972,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383308076412301,PG Hf  59,Well,,02060006,,,,,38.55219444000000,-76.6897500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,91,feet,1,feet,"Light Detection And Ranging, airplane",NGVD29,US,24,033,,,Patuxent Formation,Confined single aquifer,20090522,2450,ft,2467,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383317076413101,PG Hf 58,Well,,02060006,,,,,38.55466667000000,-76.6919444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,55,feet,1,feet,"Light Detection And Ranging, airplane",NGVD29,US,24,033,,,Patuxent Formation,Confined single aquifer,20090611,2418,ft,2450,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383348076411301,PG Hf  40,Well,,02060006,,,,,38.56350000000000,-76.6853333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,27.98,feet,.01,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upper Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19741014,870,ft,1095,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383348076411302,PG Hf  41,Well,,02060006,,,,,38.56338889000000,-76.6853888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,28.30,feet,.01,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19741202,654,ft,675,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383348076411303,PG Hf  42,Well,,02060006,,,,,38.56338889000000,-76.6853056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,27.76,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,19741118,386,ft,395,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383501076432801,PG Gf   1,Well,,02060006,,,,,38.58373150000000,-76.7241318000000,,1,seconds,Interpolated from MAP.,NAD83,169,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Nanjemoy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383751076453301,PG Ge  20,Well,,02060006,,,,,38.63095220000000,-76.7588562000000,,1,seconds,Interpolated from MAP.,NAD83,196,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,Confined single aquifer,,446,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383805076452001,PG Ge  12,Well,,02060006,,,,,38.63484099000000,-76.7552450000000,,1,seconds,Interpolated from MAP.,NAD83,190,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832076414701,PG Gf  35,Well,,02060006,,,,,38.64213889000000,-76.6968611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,34.96,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19750127,552,ft,590,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832076455401,PG Ge  21,Well,,02060006,,,,,38.64234070000000,-76.7646898800000,24000,1,seconds,Interpolated from MAP.,NAD83,200,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,Confined single aquifer,19850104,425,ft,425,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383833076455601,PG Ge  10,Well,,02060006,,,,,38.64261850000000,-76.7652455000000,,1,seconds,Interpolated from MAP.,NAD83,200,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upland Deposits,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383848076495801,PG Ge  18,Well,,02070011,,,,,38.64678478000000,-76.8324697800000,,1,seconds,Interpolated from MAP.,NAD83,190,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,Confined single aquifer,,422,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383849076494901,PG Ge  25,Well,,02070011,,,,,38.64704444000000,-76.8303167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,212,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19921111,607,ft,607,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383940076461301,PG Ge  15,Well,,02060006,,,,,38.66122904000000,-76.7699680000000,24000,1,seconds,Interpolated from MAP.,NAD83,210.51,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,19691027,692,ft,738,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383940076461502,PG Ge  13,Well,,02060006,,,,,38.66122900000000,-76.7705236000000,,1,seconds,Interpolated from MAP.,NAD83,215,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Nanjemoy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383943077014601,PG Gb   2,Well,,02070011,,,,,38.66206140000000,-77.0291425000000,24000,1,seconds,Interpolated from MAP.,NAD83,180,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,19640107,516,ft,525,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383949076520001,PG Gd   3,Well,,02070011,,,,,38.66372860000000,-76.8663598000000,24000,1,seconds,Interpolated from MAP.,NAD83,215.27,feet,5,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,19370000,345,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383957076520601,PG Gd   5,Well,,02070011,,,,,38.66595075000000,-76.8680265800000,24000,1,seconds,Interpolated from MAP.,NAD83,216.43,feet,.01,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,,1360,ft,1420,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383958076520601,PG Gd   6,Well,,02070011,,,,,38.66633330000000,-76.8681667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,217,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,,19930716,1350,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384001076575001,PG Fc 44,Well,,02070011,,,,,38.66694444000000,-76.9638888900000,,1,seconds,Reported.,NAD83,204.79,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19920505,417,ft,500,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384005076520001,PG Fd  70,Well,,02070011,,,,,38.66817290000000,-76.8663598800000,,1,seconds,Interpolated from MAP.,NAD83,215.0,feet,1,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,,1266,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384005076541801,PG Fd 78,Well,,02070011,,,,,38.66805556000000,-76.9050000000000,,1,seconds,Reported.,NAD83,199.47,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upper Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,,567,ft,703,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384005076541802,PG Fd 79,Well,,02070011,,,,,38.66805556000000,-76.9050000000000,,1,seconds,Reported.,NAD83,199.47,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upper Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19990128,559,ft,570,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384007076580701,PG Fc 45,Well,,02070011,,,,,38.66861110000000,-76.9686111000000,,1,seconds,Reported.,NAD83,199.91,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19981124,425,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384007077013801,PG Fb  21,Well,,02070011,,,,,38.66872789000000,-77.0269203000000,,1,seconds,Interpolated from MAP.,NAD83,185,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Potomac Group,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384022076582401,PG Fc  43,Well,,02070011,,,,,38.67277778000000,-76.9733333000000,,1,seconds,Reported.,NAD83,191.19,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19920130,300.5,ft,305,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384034076482101,PG Fe  39,Well,,02070011,,,,,38.67622846000000,-76.8055248000000,24000,1,seconds,Interpolated from MAP.,NAD83,225,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,Confined single aquifer,20000525,455,ft,455,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384043076503901,PG Fd  63,Well,,02070011,,,,,38.67872824000000,-76.8438593000000,,1,seconds,Interpolated from MAP.,NAD83,230,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384056077015501,PG Fb  57,Well,,02070010,,,,,38.68233859000000,-77.0316427000000,24000,1,seconds,Interpolated from MAP.,NAD83,170,feet,2,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19970321,498,ft,498,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384102076521501,PG Fd  16,Well,,02070011,,,,,38.68400576000000,-76.8705268000000,24000,1,seconds,Interpolated from MAP.,NAD83,230.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,,,Pliocene Series,,1946,22.0,ft,22.0,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384103076583701,PG Fc  31,Well,,02070010,,,,,38.68428310000000,-76.9766410000000,,1,seconds,Interpolated from MAP.,NAD83,104,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384111077051101,PG Fb  56,Well,,02070010,,,,,38.68650506000000,-77.0694217000000,24000,1,seconds,Interpolated from MAP.,NAD83,155,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19840829,413,ft,422,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384131076533301,PG Fd  41,Well,,02070010,,,,,38.69205556000000,-76.8918888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,196.92,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,195503,362,ft,388,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384131076533302,PG Fd  40,Well,,02070010,,,,,38.69206100000000,-76.8921942000000,24000,1,seconds,Interpolated from MAP.,NAD83,199.18,feet,.01,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,19550601,374,ft,374,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134076541001,PG Fd  80,Well,,02070010,,,,,38.69297220000000,-76.9029167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,220,feet,5,feet,"Light Detection And Ranging, airplane",NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upper Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19971121,528,ft,528,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138077035601,PG Fb  63,Well,,02070010,,,,,38.69408889000000,-77.0653111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,28,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,20041127,415,ft,415,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384148076510901,PG Fd  32,Well,,02070011,,,,,38.69678320000000,-76.8521930000000,24000,1,seconds,Interpolated from MAP.,NAD83,225,feet,2,feet,Reported method of determination.,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,19501124,490,ft,490,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384150077041000,POTOMAC RIVER BUOY 73   BTWN HT AND MH,Estuary,,02070010,,,,,38.69733808000000,-77.0691439900000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384152076504401,PG Fd  82,Well,,02070011,,,,,38.69772220000000,-76.8455556000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,233,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384153076503801,PG Fd  81,Well,,02070011,,,,,38.69806110000000,-76.8438111000000,24000,.01,seconds,Reported.,NAD83,238.08,feet,.01,feet,Reported method of determination.,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Brandywine Formation,Unconfined single aquifer,19880815,25,ft,27,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384155076504301,PG Fd  34,Well,,02070011,,,,,38.69872764000000,-76.8449706000000,,1,seconds,Interpolated from MAP.,NAD83,230,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Upland Deposits,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384155077010000,POTOMAC RIVER PISCATAWAY CR.,Estuary,,02070010,,,,,38.69872700000000,-77.0163645000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384219076513901,PG Fd  24,Well,,02070011,,,,,38.70539406000000,-76.8605267000000,24000,1,seconds,Interpolated from MAP.,NAD83,237.00,feet,.5,feet,Altimeter.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,19481202,459,ft,459,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384220077025500,POTOMAC RIVER BUOY 77   BTWN HT AND MH,Estuary,,02070010,,,,,38.70567120000000,-77.0483100000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384224076555901,PG Fc  22,Well,,02070010,,,,,38.70678260000000,-76.9327509900000,,1,seconds,Interpolated from MAP.,NAD83,90,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384225076563001,PG Fc  14,Well,,02070010,,,,,38.70706037000000,-76.9413623000000,,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384230076555501,PG Fc  17,Well,,02070010,,,,,38.70844926000000,-76.9316399000000,24000,1,seconds,Interpolated from MAP.,NAD83,58.60,feet,.1,feet,Level or other surveyed method.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Lower Patapsco Aquifer In the Patapsco Formation,Confined single aquifer,19551027,750,ft,1728,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384230077005701,PG Fb  47,Well,,02070010,,,,,38.70844897000000,-77.0155311900000,24000,1,seconds,Interpolated from MAP.,NAD83,185,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,19570819,540,ft,540,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384232076452701,PG Fe  29,Well,,02060006,,,,,38.70900545000000,-76.7571905000000,,1,seconds,Interpolated from MAP.,NAD83,150,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384233076444601,PG Ff  16,Well,,02060006,,,,,38.70928328000000,-76.7458012000000,,1,seconds,Interpolated from MAP.,NAD83,129,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384233076461401,PG Fe  25,Well,,02060006,,,,,38.70928317000000,-76.7702464000000,,1,seconds,Interpolated from MAP.,NAD83,140,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384236076592301,PG Fc  19,Well,,02070010,,,,,38.71011566000000,-76.9894192800000,24000,1,seconds,Interpolated from MAP.,NAD83,199.00,feet,.5,feet,Altimeter.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,19550825,544,ft,544,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384236077012901,PG Fb  13,Well,,02070010,,,,,38.71011557000000,-77.0244203800000,24000,1,seconds,Interpolated from MAP.,NAD83,176.00,feet,.5,feet,Altimeter.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patuxent Formation,,19421128,618,ft,653,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384239076592001,PG Fc  30,Well,,02070010,,,,,38.71094897000000,-76.9885859000000,24000,1,seconds,Interpolated from MAP.,NAD83,189.00,feet,.5,feet,Altimeter.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Pleistocene Series,,19000101,37.5,ft,37.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384243076445301,PG Ff  23,Well,,02060006,,,,,38.71206096000000,-76.7477457000000,24000,1,seconds,Interpolated from MAP.,NAD83,140,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Aquia Formation,Confined single aquifer,19950109,360,ft,360,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384250076423901,PG Ff   5,Well,,02060006,,,,,38.71400565000000,-76.7105215000000,,1,seconds,Interpolated from MAP.,NAD83,30,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,,,Quaternary System,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384250076534301,PG Fd  59,Well,,02070010,,,,,38.71400478000000,-76.8949721900000,24000,1,seconds,Interpolated from MAP.,NAD83,172,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patuxent Formation,Confined single aquifer,1955,,,1517,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384302077013401,PG Fb   7,Well,,02070010,,,,,38.71733757000000,-77.0258094000000,,1,seconds,Interpolated from MAP.,NAD83,50,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patapsco Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384309076511401,PG Fd  62,Well,,02070010,,,,,38.71955556000000,-76.8532777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,228.60,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Patuxent Formation,,195608,1580,ft,1812,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384318076554801,PG Fc  38,Well,,02070010,,,,,38.72178220000000,-76.9296954000000,24000,1,seconds,Interpolated from MAP.,NAD83,210,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,Confined single aquifer,19930803,340,ft,340,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384318077020300,POTOMAC RIVER AT HATTON POINT,Estuary,,02070010,,,,,38.72205965000000,-77.0310873000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384359076500001,PG Fd  69,Well,,02070010,,,,,38.73317110000000,-76.8330261800000,24000,5,seconds,Interpolated from MAP.,NAD83,240,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,033,,,,Confined single aquifer,19911121,490,ft,665,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384410076502501,PG Fd  39,Well,,02070010,,,,,38.73544444000000,-76.8398056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,233.42,feet,.5,feet,Altimeter.,NGVD29,US,24,033,Northern Atlantic Coastal Plain aquifer system,,Magothy Formation,,19520207,451,ft,456,ft,NWIS
